jurisdicción,sector,ámbito,departamento,código_de_departamento,localidad,código_de_localidad,cueanexo,nombre,domicilio,c._p.,teléfono,mail,nro
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820252701,GRADO RADIAL I - ESCUELA NOCTURNA NRO 33,AVENIDA JUAN DOMINGO PERON 3890 BELLA VISTA FUNCIONA EN ESC.PRIMARIA NRO 609,S2000,0341 4725529,primadulto33_rosario@santafe.edu.ar,33
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820252702,GRADO RADIAL II - ESCUELA NOCTURNA NRO 33,AMENABAR 4122 AVELLANEDA OESTE ,S2000,0341 4725529,primadulto33_rosario@santafe.edu.ar,33
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820252703,GRADO RADIAL III - ESCUELA NOCTURNA NRO 33,SERVANDO BAYO 1808 BELLA VISTA ,S2000,0341 4725529,primadulto33_rosario@santafe.edu.ar,33
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820252704,GRADO RADIAL IV - ESCUELA NOCTURNA NRO 33 FLORENCIO VAR,PASAJE PUBLICO 1709 7960 SANTA LUCIA ALTURA 27 DE FEBRERO AL 7900 Y COLOMBRES,S2000,0341 4725529,primadulto33_rosario@santafe.edu.ar,33
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820252705,GRADO RADIAL V - ESCUELA NOCTURNA NRO 33,ALSINA E ITUZAINGO   CLUB RIBERAS DEL PARANA,S2000,- -,primadulto33_rosario@santafe.edu.ar,33
Santa Fe,Privado,Urbano,CONSTITUCION,82028,VILLA CONSTITUCION,82028025,820252800,I.S.P.I. NRO 9112 SAN PABL,BROWN  25 DE MAYO ,S2919,0300 474025,msuperior9112_villaconstitucion@santafe.edu.ar,9112
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820252900,E.E. TÉCNICO PROFESIONAL Y SECUNDARIA ORIENTADA NRO 407 ,5 DE AGOSTO 1541  ,S2000,0341 4233515/152510018,sec407_rosario@santafe.edu.ar,407
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820253100,ESCUELA PART. INC. NRO 1190 NUESTRA SEÑORA DE LA ROCCA,CAMILO ALDAO 2051 AZCUENAGA SUR ,S2000,0341 4594075,prim1190_rosario@santafe.edu.ar,1190
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820253200,ESCUELA NRO 518 FRAY MAMERTO ESQUIU,JUAN DE GARAY 5401 TRIANGULO LAS SECC. FUNCIONABAN EN ESC. Nº518,S2000,0341 4725534,prim518_rosario@santafe.edu.ar,518
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820253300,ESCUELA PRIMARIA NOCTURNA NRO 65 LISANDRO DE LA TORRE,CAÑA DE AMBAR 1633 LAS FLORES ,S2000,0341 4729704,primadulto65_rosario@santafe.edu.ar,65
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820253301,GRADO RADIAL I - ESCUELA NOCTURNA NRO 65,CAÑA DE AMBAR 1768 LAS FLORES ,S2000,0341 4729704,primadulto65_rosario@santafe.edu.ar,65
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820253302,GRADO RADIAL II - ESCUELA NOCTURNA NRO 65,ESPAÑA 6755 LAS FLORES ,S2000,0341 4729704,primadulto65_rosario@santafe.edu.ar,65
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820253303,GRADO RADIAL III - ESCUELA NOCTURNA NRO 65,CEIBO 1497 LAS FLORES CENTRO DE JUBILADOS,S2000,0341 4729704,primadulto65_rosario@santafe.edu.ar,65
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820253304,GRADO RADIAL IV - ESCUELA NOCTURNA NRO 65,5 DE AGOSTO 1541  ,S2000,- -,primadulto65_rosario@santafe.edu.ar,65
Santa Fe,Privado,Urbano,CONSTITUCION,82028,VILLA CONSTITUCION,82028025,820253400,E.E.S. ORIENTADA PART. INC. NRO 3080 DANTE ALIGHIERI,HIPOLITO YRIGOYEN 1412 PARQUE SUR ,S2919,03400 476713,sec3080_villaconstitucion@santafe.edu.ar,3080
Santa Fe,Estatal,Urbano,CONSTITUCION,82028,ALCORTA,82028001,820253500,E.E. TÉCNICO PROFESIONAL NRO 275 ALMIRANTE GUILLERMO BROWN,SAN LORENZO 771 CENTRO ,S2117,03465 470572,sec275_alcorta@santafe.edu.ar,275
Santa Fe,Privado,Urbano,CONSTITUCION,82028,ALCORTA,82028001,820253600,E.E.S. ORIENTADA PART. INC. NRO 8175 SAN FRANCISCO,RIVADAVIA 351 CENTRO ,S2117,03465 470532,sec8175_alcorta@santafe.edu.ar,8175
Santa Fe,Estatal,Urbano,CONSTITUCION,82028,ALCORTA,82028001,820253700,ESCUELA NRO 181 DOCTOR NICOLAS AVELLANEDA,9 DE JULIO 772 BOCA DE TIGRE ,S2117,03465 470105,prim181_alcorta@santafe.edu.ar,181
Santa Fe,Estatal,Urbano,CONSTITUCION,82028,ALCORTA,82028001,820253701,C.E.R. NRO 217 LIBERTADOR JOSE DE SAN MARTIN,   ZONA RURAL- COLONIA LA ADELA,S2117,03465 470105,cer217_alcorta@santafe.edu.ar,217
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820253800,INSTITUTO SUPERIOR DE PROFESORADO NRO 28 OLGA COSSETTINI,SARMIENTO 2902  ,S2000,0341 4728675/76,msuperior28_rosario@santafe.edu.ar,28
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820254000,ESCUELA PART. INC. NRO 1004 NUESTRA SEÑORA DEL HUERTO,JUAN MANUEL DE ROSAS 1093 CENTRO ,S2000,0341 4216091,prim1004_rosario@santafe.edu.ar,1004
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820254100,E.E. TÉCNICO PROFESIONAL NRO 468 INGENIERO LUIS BERNARDO LAPORTE,1RO DE MAYO 1059 CENTRO ,S2000,0341 4721400/01,sec468_rosario@santafe.edu.ar,468
Santa Fe,Estatal,Urbano,ROSARIO,82084,GRANADERO BAIGORRIA,82084025,820254200,ESCUELA NRO 9020 CORONEL JUAN DOMINGO PERON,AV SAN MARTIN 2051 CENTRO RUTA NAC.N 11,S2152,0341 152423421,prim9020_granaderobaigorria@santafe.edu.ar,9020
Santa Fe,Estatal,Urbano,ROSARIO,82084,GRANADERO BAIGORRIA,82084025,820254300,E.E.S. ORIENTADA NRO 330 REPÚBLICA DE GRECIA,AV SAN MARTIN 2051 CENTRO RUTA NAC.N 11,S2152,0341 4710320,sec330_granaderobaigorria@santafe.edu.ar,330
Santa Fe,Estatal,Urbano,ROSARIO,82084,GRANADERO BAIGORRIA,82084025,820254301,A.E.S. ORIENTADA NRO 1330,AV SAN MARTIN 2051 CENTRO RUTA NAC.N 11,S2152,0341 4710328,sec1330_granaderobaigorria@santafe.edu.ar,1330
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820254500,JARDIN DE INFANTES PART. INC. NRO 1269 DANTE ALIGHIERI,ALVEAR 1150 CENTRO ,S2000,0341 4211042,jardin1269_rosario@santafe.edu.ar,1269
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820254600,I.S.P.I. NRO 9006 DANTE ALIGHIERI,BV OROÑO 1160  ,S2000,0341 4488818,msuperior9006_rosario@santafe.edu.ar,9006
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820254700,E.E. TÉCNICO PROFESIONAL NRO 288 DOCTOR OSVALDO MAGNASCO,OVIDIO LAGOS 1502  ,S2000,0341 4724479,sec288_rosario@santafe.edu.ar,288
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820254800,I.S.P.I. NRO 9110 DE LA SAGRADA FAMILIA,ESTANISLAO ZEBALLOS 2755 CENTRO ,S2000,0341 4409047,msuperior9110_rosario@santafe.edu.ar; msec9110_rosario@santafe.edu.ar,9110
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820254900,ESCUELA PART. INC. NRO 1016 SAN FRANCISCO SOLANO,RIO DE JANEIRO 1241 ECHESORTU ,S2000,0341 4388732,prim1016_rosario@santafe.edu.ar,1016
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820255000,ESCUELA NRO 67 JUAN ENRIQUE PESTALOZZI,MENDOZA 3969 ECHESORTU ,S2000,0341 4724492,prim67_rosario@santafe.edu.ar,67
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820255300,ESCUELA PART. INC. NRO 1080 VERBO ENCARNADO,LA PAZ 526  ,S2000,0341 4825401,primpri1080_rosario@santafe.edu.ar,1080
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820255400,JARDIN DE INFANTES PART. INC. NRO 1273 VERBO ENCARNADO,LA PAZ 535  ,S2000,0341 4825401,jardin1273_rosario@santafe.edu.ar,1273
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820255500,ESCUELA NRO 96 FLORENTINO AMEGHINO,BUENOS AIRES 2027 REPUBLICA DE LA SEXTA ,S2000,0341 4728621,prim96_rosario@santafe.edu.ar,96
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820255600,I.S.P.I. NRO 4022 VERBO ENCARNADO,LA PAZ 526  ,S2000,0341 4825401,superior4022_rosario@santafe.edu.ar,4022
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820255700,ESCUELA ESPECIAL NRO 2081 LIDIA ELSA ROUSSELLE,MENDOZA 4358 ECHESORTU ,S2000,0341 4724602,especial2081_rosario@santafe.edu.ar,2081
Santa Fe,Estatal,Urbano,ROSARIO,82084,VILLA GOBERNADOR GALVEZ,82084043,820255701,ANEXO I - ESCUELA ESPECIAL NRO 2081,AVENIDA PRESIDENTE PERON Y GARAY   MUNICIPALIDAD DE VILLA GOBERNADOR GALVEZ,S2124,0341 4724602,especial12081_villagdorgalvez@santafe.edu.ar,2081
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820255900,E.E.S. ORIENTADA NRO 406 DOCTOR SALVADOR MAZZA,SALTA 2560 ZONA CENTRO ,S2000,0341 4724539,sec406_rosario@santafe.edu.ar,406
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820256000,ESCUELA NRO 71 DOCTOR FRANCISCO DE GURRUCHAGA,CRESPO 220 DOCTOR LUIS AGOTE ,S2000,0341 4724485,prim71_rosario@santafe.edu.ar,71
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820256200,ESCUELA PART. INC. NRO 1165 INTEGRAL FISHERTON,MORRISON 7971 FISHERTON ,S2000,0341 4513133,prim1165_rosario@santafe.edu.ar,1165
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820256300,JARDIN DE INFANTES PART. INC. NRO 1249 LOS PRINCIPITOS,MORRISON 7971 FISHERTON ,S2000,0341 4514221 38,jardin1249_rosario@santafe.edu.ar,1249
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820256400,ESCUELA PART. INC. NRO 1167 STELLA MARIS,AVENIDA BRASSEY 8255 FISHERTON ,S2000,0341 4510958 41,prim1167_rosario@santafe.edu.ar,1167
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820256500,E.E.S. ORIENTADA PART. INC. NRO 8144 STELLA MARIS,AVENIDA BRASSEY 8255 FISHERTON ,S2000,0341 4510958,sec8144_rosario@santafe.edu.ar,8144
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820256600,ESCUELA NRO 1333 NUEVA ESPERANZA,QUOM 4320 TOBA S.O. LA CALLE TAMBIÉN SE LLAMA GARZON,S2000,0341 4725533,prim1333_rosario@santafe.edu.ar,1333
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820256700,ESCUELA NRO 1275 FRAY LUIS BELTRAN,AYALA GAUNA 7849 7 DE SETIEMBRE ,S2000,0341 4727580,prim1275_rosario@santafe.edu.ar,1275
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820256800,E.E.S. ORIENTADA NRO 251 DOCTOR VÍCTOR BIBIAN CUE,AVENIDA GENOVA 6472 EMPALME GRANEROS ENTRE CULLEN BIS Y FRAGA BIS,S2000,0341 157796842,sec251_rosario@santafe.edu.ar,251
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820256801,A.E.S. ORIENTADA NRO 1251,JUNIN 7157 INDUSTRIAL ,S2000,0341 4727170,sec1251_rosario@santafe.edu.ar,1251
Santa Fe,Estatal,Rural,9 DE JULIO,82077,TOSTADO,82077020,820257400,ESCUELA NRO 6323 PABLO PIZZURNO,   COLONIA EL INCA,S3060,03491 474542,prim6323_tostado@santafe.edu.ar,6323
Santa Fe,Estatal,Rural,9 DE JULIO,82077,ANTONIO PINI,82077001,820257600,ESCUELA NRO 6340,   ANTONIO PINI,S3061,03491 470818/15696689,prim6340_tostado@santafe.edu.ar,6340
Santa Fe,Estatal,Urbano,CONSTITUCION,82028,BOMBAL,82028003,820257800,E.E.M.P.A. NRO 1283 ANA BORIOTTI DE SCAMPINO,E LOPEZ 487  ,S2179,03465 497730,eempa1283_bombal@santafe.edu.ar,1283
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,MELINCUE,82042032,820257801,ANEXO I - E.E.M.P.A. NRO 1283 ANA BORIOTTI DE SCAMPINO,LAPRIDA 75  ,S2728,- -,eempa6283_melincue@santafe.edu.ar,1283
Santa Fe,Estatal,Urbano,CONSTITUCION,82028,BOMBAL,82028003,820257900,E.E.S. ORIENTADA NRO 246 DOCTOR CARLOS SAAVEDRA LAMAS,E LOPEZ 487  ,S2179,03465 497132,sec246_bombal@santafe.edu.ar,246
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820258000,E.E.S. ORIENTADA NRO 347 ANGEL GUIDO,DONADO 1253 FONAVI ,S2000,0341 4727585,sec347_rosario@santafe.edu.ar,347
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820258100,ESCUELA NRO 1263 JOAQUIN VICTOR GONZALEZ,DERQUI 7581 FONAVI ,S2000,0341 4727584,prim1263_rosario@santafe.edu.ar,1263
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820258300,E.E.S. ORIENTADA NRO 243 JOSÉ MANUEL ESTRADA,AVENIDA PROVINCIAS UNIDAS 1196 A BELGRANO ,S2000,0341 4727574,sec243_rosario@santafe.edu.ar,243
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820258400,ESCUELA PART. INC. NRO 1113 LA INMACULADA,PASAJE PETTINARI 6708 BELGRANO ,S2000,0341 4561301,prim1113_rosario@santafe.edu.ar,1113
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820258500,E.E.S. ORIENTADA PART. INC. NRO 8064 LA INMACULADA,PASAJE PETTINARI 6708 BELGRANO ,S2000,0341 4571645,sec8064_rosario@santafe.edu.ar,8064
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820258600,ESCUELA NRO 150 CRISTOBAL COLON,PASCUAL ROSAS 866 ECHESORTU OESTE ,S2000,0341 4724498,prim150_rosario@santafe.edu.ar,150
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820258700,ESCUELA NRO 617 GOBERNADOR DOMINGO CRESPO,SANTA FE 4828 LUDUEÑA ,S2000,0341 4724508,prim617_rosario@santafe.edu.ar,617
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820258900,JARDIN DE INFANTES NRO 81 LOS ZORZALES,WHITE 7687 FONAVI-CIRC.Y MENDOZA ,S2000,0341 4727613,jardin81_rosario@santafe.edu.ar,81
Santa Fe,Privado,Urbano,CASTELLANOS,82021,SUNCHALES,82021056,820259000,I.S.P.I. NRO 4003 SAN JOSE,ESTANISLAO LOPEZ 85 CENTRO ,S2322,03493 420218,superior4003_sunchales@santafe.edu.ar,4003
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,SUNCHALES,82021056,820259100,ESCUELA NRO 1213 COMUNIDAD ORGANIZADA,PERU 105 9 DE JULIO ,S2322,03493 422533,prim1213_sunchales@santafe.edu.ar,1213
Santa Fe,Privado,Urbano,CASTELLANOS,82021,SUNCHALES,82021056,820259200,ESCUELA ESPECIAL PART. INC. NRO 1281 CANDI,ALEM 636 CENTRO ,S2322,03493 421999,especial1281_sunchales@santafe.edu.ar,1281
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,SUNCHALES,82021056,820259300,JARDIN DE INFANTES NRO 118 MYRIAM HAYQUEL DE ANDRES,SANTA FE 65 CENTRO ,S2322,03493 420125,jardin118_sunchales@santafe.edu.ar,118
Santa Fe,Estatal,Urbano,ROSARIO,82084,VILLA GOBERNADOR GALVEZ,82084043,820259400,ESCUELA NRO 132 ASAMBLEA DEL AÑO XIII,AVENIDA MITRE 1653 CIVICO ,S2124,0341 4921212,prim132_villagdorgalvez@santafe.edu.ar,132
Santa Fe,Privado,Urbano,ROSARIO,82084,VILLA GOBERNADOR GALVEZ,82084043,820259500,E.E. TÉCNICO PROFESIONAL PART. INC. NRO 8235 INGENIERO ENRIQUE B. GOMARA,MOSCONI 1637  ,S2124,0341 4924497,sec8235_villagdorgalvez@santafe.edu.ar,8235
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820259700,ESCUELA NRO 1095 DOCTOR LUIS CHORROARIN,JUNIN 7157 INDUSTRIAL ,S2000,0341 4727590,prim1095_rosario@santafe.edu.ar,1095
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820259800,ESCUELA PART. INC. NRO 1309 FUENTE DE VIDA,AVENIDA PROVINCIAS UNIDAS 2266 BELGRANO ,S2000,0341 4575012,prim1309_rosario@santafe.edu.ar,1309
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820259900,TALLER DE EDUCACION MANUAL NRO 86 SIN  NOMBRE,PASAJE ESTRADA 690 ARROYITO ,S2000,0341 4724478 / 4369807,taller86_rosario@santafe.edu.ar,86
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820260000,E.E. TÉCNICO PROFESIONAL Y SECUNDARIA ORIENTADA NRO 638 MARGARITA MAZZA DE CARLES,FRENCH 739 LISANDRO DE LA TORRE ,S2000,0341 4724484,sec638_rosario@santafe.edu.ar,638
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820260100,ESCUELA NRO 614 REPUBLICA DE NICARAGUA,RUBEN DARIO 1441 LISANDRO DE LA TORRE ,S2000,0341 4724494,prim614_rosario@santafe.edu.ar,614
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820260200,E.E.S. ORIENTADA PART. INC. NRO 8087 NUESTRA SEÑORA DE GUADALUPE,AVENIDA ALBERDI 338 LAS MALVINAS ,S2000,0341 4393393,sec8087_rosario@santafe.edu.ar,8087
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820260300,JARDIN DE INFANTES NRO 64 DANIEL OSVALDO ESTUREL,PASAJE POLONIA 1657  ,S2000,0341 3877185,jardin64_rosario@santafe.edu.ar,64
Santa Fe,Estatal,Rural,SAN JUSTO,82112,LA PENCA Y CARAGUATA,82112022,820260400,ESCUELA NRO 439 MIGUEL CANE,   LA RINCONADA,S3045,03498 449375,prim439_lapencaycaraguata@santafe.edu.ar,439
Santa Fe,Estatal,Rural,SAN JUSTO,82112,COLONIA LA BLANCA,82112004,820260500,ESCUELA NRO 715 GENERAL JOSE DE SAN MARTIN,RUTA PROVINCIAL NRO 93 S   ZONA RURAL-COLONIA LA BLANCA,S3052,03498 495416,prim715_lacriolla@santafe.edu.ar,715
Santa Fe,Estatal,Urbano,SAN JUSTO,82112,SAN JUSTO,82112042,820260600,ESCUELA NORMAL SUPERIOR NRO 31 REPUBLICA DE MÉXICO,GOBERNADOR IRIONDO 3233  ,S3040,03498 427261,msuperior31_sanjusto@santafe.edu.ar; msec31_sanjusto@santafe.edu.ar; mprim31_sanjusto@santafe.edu.ar,31
Santa Fe,Estatal,Urbano,ROSARIO,82084,VILLA GOBERNADOR GALVEZ,82084043,820260700,ESCUELA NRO 1270 BRIGADIER ESTANISLAO LOPEZ,CHUBUT 1181 PARQUE ALEGRE ,S2124,0341 4928627,prim1270_villagdorgalvez@santafe.edu.ar,1270
Santa Fe,Estatal,Rural,9 DE JULIO,82077,POZO BORRADO,82077017,820260800,E.E.S. ORIENTADA NRO 405 FERNANDO ANIBAL HERRERA,SAN MARTIN S/N   ,S3061,03491 497640,sec405_pozoborrado@santafe.edu.ar,405
Santa Fe,Estatal,Rural,9 DE JULIO,82077,POZO BORRADO,82077017,820261000,ESCUELA NRO 6123 EFRAIN J. C. ANGELONI,BELGRANO S/N   ,S3061,03491 497037,prim6123_pozoborrado@santafe.edu.ar,6123
Santa Fe,Estatal,Rural,9 DE JULIO,82077,GATO COLORADO,82077008,820261200,ESCUELA NRO 1036 ARTURO CAPDEVILA,RUTA NRO 95   EMPALME RUTA 30 -CAMINO VECINAL,S3541,03491 499995,prim1036_gatocolorado@santafe.edu.ar,1036
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,FIRMAT,82042024,820261300,CENTRO DE EDUCACION FISICA NRO 20,BOULEVARD SOLIS 1002 CARLOS CASADO ,S2630,03465 425291,cef20_firmat@santafe.edu.ar,20
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,FIRMAT,82042024,820261400,ESCUELA NRO 158 DOCTOR JACINTO FERNANDEZ,BELISARIO ROLDAN 450 VILLA FREDRIKSSON ,S2630,03465 423927,prim158_firmat@santafe.edu.ar,158
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,FIRMAT,82042024,820261500,ESCUELA ESPECIAL NRO 2108 JOSE PEDRONI,NARCISO DE LAPRIDA 2115 LAS MALVINAS ,S2630,03465 423844,especial2108_firmat@santafe.edu.ar,2108
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,FIRMAT,82042024,820261600,ESCUELA NRO 6377 EVITA,AVDA 9 DE JULIO RUTA NAC 33 1704 LA HERMOSA ,S2630,03465 423458,prim6377_firmat@santafe.edu.ar,6377
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,FIRMAT,82042024,820261700,E.E. TÉCNICO PROFESIONAL NRO 281 GENERAL MANUEL SAVIO,AVENIDA SANTA FE 1645  1° PISO,S2630,03465 423611,sec281_firmat@santafe.edu.ar,281
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,FIRMAT,82042024,820261800,E.E.S. ORIENTADA NRO 421 DOCTOR PABLO TISCORNIA,MATIAS MUSSETTO 550 LA QUEMADA ,S2630,03465 424142,sec421_firmat@santafe.edu.ar,421
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820261900,I.S.P.I. NRO 4029 ADMINIST. BANCARIA Y COMERCIO EXTERIOR,SARGENTO CABRAL 156 CENTRO ,S2000,0341 4219143,superior4029_rosario@santafe.edu.ar,4029
Santa Fe,Estatal,Urbano,BELGRANO,82007,LAS ROSAS,82007008,820262000,ESCUELA NRO 260 GENERAL MANUEL BELGRANO,SAN MARTIN 391  ,S2520,03471 451166,prim260_lasrosas@santafe.edu.ar,260
Santa Fe,Estatal,Urbano,BELGRANO,82007,LAS ROSAS,82007008,820262003,C.E.R. NRO 298 REMEDIOS ESCALADA DE SAN MARTIN,   COLONIA LAS ROSAS,S2520,03471 451166,cer298_lasrosas@santafe.edu.ar,298
Santa Fe,Estatal,Urbano,BELGRANO,82007,LAS ROSAS,82007008,820262100,ESCUELA ESPECIAL NRO 2042 ALFONSINA STORNI,BUENOS AIRES 841  ,S2520,03471 451665,especial2042_lasrosas@santafe.edu.ar,2042
Santa Fe,Privado,Urbano,BELGRANO,82007,LAS ROSAS,82007008,820262200,ESCUELA PART. INC. NRO 1348 DANTE ALIGHIERI,LAVALLE 48  ,S2520,03471 452876,prim1348_lasrosas@santafe.edu.ar,1348
Santa Fe,Estatal,Urbano,BELGRANO,82007,LAS ROSAS,82007008,820262300,ESCUELA NRO 940 GENERAL JOSE DE SAN MARTIN,ALBERDI 360  COLONIA SAN ANTONIO,S2520,03471 451629,prim940_lasrosas@santafe.edu.ar,940
Santa Fe,Estatal,Rural,BELGRANO,82007,ITURRASPE,82007005,820262301,C.E.R. NRO 245 JUAN ESTEBAN RODRIGUEZ,   ESTACION ITURRASPE,S2520,03471 451166,CER245_LASROSAS@SANTAFE.EDU.AR,245
Santa Fe,Estatal,Urbano,BELGRANO,82007,LAS ROSAS,82007008,820262400,E.E. TÉCNICO PROFESIONAL NRO 278 GENERAL ENRIQUE MOSCONI,MORENO 261  ,S2520,03471 451013,sec278_lasrosas@santafe.edu.ar,278
Santa Fe,Estatal,Urbano,BELGRANO,82007,LAS ROSAS,82007008,820262500,E.E.S. ORIENTADA NRO 217 DOMINGO FAUSTINO SARMIENTO,PASO DE LOS ANDES 891  ,S2520,03471 451487,sec217_lasrosas@santafe.edu.ar,217
Santa Fe,Privado,Urbano,BELGRANO,82007,LAS ROSAS,82007008,820262600,I.S.P.I. NRO 9003 SAGRADO CORAZÓN DE JESÚS,GUILLERMO BENITEZ 465  ,S2520,03471 451535,msuperior9003_lasrosas@santafe.edu.ar; msec9003_lasrosas@santafe.edu.ar,9003
Santa Fe,Privado,Urbano,BELGRANO,82007,LAS ROSAS,82007008,820262700,ESCUELA PART. INC. NRO 1058 SAGRADO CORAZON DE JESUS,GUILLERMO BENITEZ 465  ,S2520,03471 451535,prim1058_lasrosas@santafe.edu.ar,1058
Santa Fe,Estatal,Urbano,BELGRANO,82007,LAS ROSAS,82007008,820262800,JARDIN DE INFANTES NUCLEADO NRO 126 PIMPOLLOS DE ROSAS,ITUZAINGO 612  ,S2520,03471 454313,jardin126_lasrosas@santafe.edu.ar,126
Santa Fe,Estatal,Urbano,BELGRANO,82007,LAS ROSAS,82007008,820262802,NUCLEO II - JARDIN DE INFANTES NUCLEADO NRO 126,RUTA PROVINCIAL 65  LAS LOMAS COLONIA SAN ANTONIO - CALLE 21,S2520,03471 454313,jardin126_lasrosas@santafe.edu.ar,126
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820262900,ESCUELA NRO 94 REPUBLICA DEL LIBANO,AVENIDA JORGE CURA 2399 CURA ,S2000,0341 4725521,prim94_rosario@santafe.edu.ar,94
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820263000,ESCUELA PART. INC. NRO 1163 PADRE RAFAEL CANTILO,BV OROÑO 3463 ESPAÑA Y HOSPITALES ,S2000,0341 4828725,prim1163_rosario@santafe.edu.ar,1163
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820263100,E.E.S. ORIENTADA NRO 360 JORGE CARLOS CURA,AVENIDA JORGE CURA 2399 CURA ,S2000,0341 4725515,sec360_rosario@santafe.edu.ar,360
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820263101,A.E.S. ORIENTADA NRO 1360,RODRIGUEZ 2842 LATINOAMERICA ,S2000,0341 4725554,sec1360_rosario@santafe.edu.ar,1360
